"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"경기도 평택시 장안동","619","0619","0000","평택장안마을코오롱하늘채","84.9448","202208","10","45,000","10","2013","추담로 58-78","","직거래","-"
"경기도 평택시 죽백동","817","0817","0000","소사벌더샵마스터뷰","99.3385","202208","3","65,000","11","2018","죽백4로 16","","직거래","-"
"경기도 평택시 죽백동","720","0720","0000","평택소사벌반도유보라아이비파크","84.8976","202208","6","41,500","17","2016","비전2로 317","","중개거래","경기 평택시"
"경기도 평택시 죽백동","722","0722","0000","평택소사벌반도유보라아이비파크","84.8976","202208","13","44,000","23","2016","비전2로 297","","중개거래","경기 평택시"
"경기도 평택시 죽백동","721","0721","0000","평택소사벌중흥에스-클래스에코시티","84.9939","202208","14","43,000","8","2017","비전3로 115","","중개거래","경기 평택시"
"경기도 평택시 죽백동","721","0721","0000","평택소사벌중흥에스-클래스에코시티","84.9939","202208","14","49,000","24","2017","비전3로 115","","중개거래","경기 평택시"
"경기도 평택시 죽백동","721","0721","0000","평택소사벌중흥에스-클래스에코시티","84.9939","202208","20","40,000","23","2017","비전3로 115","","중개거래","경기 평택시"
"경기도 평택시 지산동","850-60","0850","0060","THECLASS1","48.7","202208","23","20,400","6","2016","송탄2로25번길 44","","직거래","-"
"경기도 평택시 지산동","850-60","0850","0060","THECLASS1","49.52","202208","24","17,400","5","2016","송탄2로25번길 44","","직거래","-"
"경기도 평택시 지산동","1094","1094","0000","건영(지산)","53.58","202208","22","16,500","8","1993","지산2로 50","","중개거래","경기 평택시"
"경기도 평택시 지산동","1091","1091","0000","미주(지산1091)","84.95","202208","25","24,500","4","1992","지산2로 45","","중개거래","경기 평택시"
"경기도 평택시 지산동","1134","1134","0000","미주2(지산1134)","59.85","202208","27","19,700","9","1994","송탄공원로 145","","중개거래","경기 평택시"
"경기도 평택시 지산동","1029","1029","0000","삼익아파트","47.36","202208","10","16,000","3","1992","지산2로 108","","중개거래","경기 평택시"
"경기도 평택시 지산동","1029","1029","0000","삼익아파트","47.36","202208","13","14,300","5","1992","지산2로 108","","중개거래","경기 평택시"
"경기도 평택시 지산동","1135","1135","0000","아주","59.95","202208","19","21,500","3","1994","송탄공원로 146","","중개거래","경기 평택시"
"경기도 평택시 지산동","1135","1135","0000","아주","59.95","202208","26","22,000","2","1994","송탄공원로 146","","중개거래","경기 평택시"
"경기도 평택시 지산동","1095","1095","0000","우성","59.85","202208","3","22,000","2","1992","지산2로 30","","중개거래","경기 평택시"
"경기도 평택시 지산동","851-10","0851","0010","이안힐시티타워2차아파트","56.48","202208","22","20,000","11","2017","지산로20번길 91","","직거래","-"
"경기도 평택시 지산동","781-9","0781","0009","이한렉스빌플러스","27.04","202208","9","9,600","8","2017","송탄로 385","","중개거래","경기 평택시"
"경기도 평택시 지산동","781-9","0781","0009","이한렉스빌플러스","27.04","202208","16","10,100","13","2017","송탄로 385","","중개거래","경기 평택시"
"경기도 평택시 지산동","781-9","0781","0009","이한렉스빌플러스","27.04","202208","22","11,000","5","2017","송탄로 385","","직거래","-"
"경기도 평택시 지산동","1028","1028","0000","제일","59.37","202208","12","20,000","3","1991","지산2로 95","","중개거래","경기 평택시"
"경기도 평택시 지산동","1093","1093","0000","한양청솔","59.65","202208","18","18,500","4","1996","지산2로 27","","중개거래","경기 평택시"
"경기도 평택시 지산동","1089","1089","0000","현대(지산)","50.46","202208","24","15,500","2","1992","송탄공원로 135","","중개거래","경기 평택시"
"경기도 평택시 진위면 가곡리","406-1","0406","0001","서원양지마을","57.06","202208","13","8,100","2","1993","가곡5길 120-18","","중개거래","경기 평택시"
"경기도 평택시 진위면 가곡리","380","0380","0000","화영그린","59.88","202208","3","9,000","1","1995","가곡5길 120-11","","중개거래","경기 오산시"
"경기도 평택시 진위면 가곡리","380","0380","0000","화영그린","59.88","202208","3","8,400","5","1995","가곡5길 120-11","","중개거래","경기 평택시"
"경기도 평택시 진위면 가곡리","380","0380","0000","화영그린","59.88","202208","17","9,350","6","1995","가곡5길 120-11","","중개거래","경기 평택시"
"경기도 평택시 진위면 갈곶리","239-2","0239","0002","한일","59.94","202208","4","20,800","6","1996","엘지로 55","","중개거래","경기 평택시"
"경기도 평택시 진위면 갈곶리","239-2","0239","0002","한일","59.94","202208","10","21,300","6","1996","엘지로 55","","중개거래","경기 평택시"
"경기도 평택시 진위면 견산리","27-6","0027","0006","경원","50.85","202208","22","7,500","4","1987","견산2길 28","","중개거래","경기 평택시"
"경기도 평택시 진위면 견산리","366-1","0366","0001","서원아파트","59.4","202208","11","8,000","6","1991","견산1길 3-4","","중개거래","경기 평택시"
"경기도 평택시 진위면 견산리","27-15","0027","0015","한승아파트","44.46","202208","9","13,600","5","2000","동부대로 41","","중개거래","경기 평택시"
"경기도 평택시 진위면 견산리","27-15","0027","0015","한승아파트","34.4","202208","20","9,300","8","2000","동부대로 41","","중개거래","경기 오산시"
"경기도 평택시 진위면 견산리","27-15","0027","0015","한승아파트","34.4","202208","20","9,400","9","2000","동부대로 41","","중개거래","경기 평택시"
"경기도 평택시 진위면 견산리","27-15","0027","0015","한승아파트","44.46","202208","28","13,500","2","2000","동부대로 41","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1110","1110","0000","부영사랑으로1단지","59.9605","202208","6","17,700","9","2011"," 12","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1110","1110","0000","부영사랑으로1단지","59.9605","202208","6","15,800","2","2011"," 12","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1110","1110","0000","부영사랑으로1단지","59.9605","202208","27","16,300","7","2011"," 12","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1110","1110","0000","부영사랑으로1단지","59.9605","202208","28","15,800","1","2011"," 12","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1110","1110","0000","부영사랑으로1단지","59.9605","202208","29","17,900","15","2011"," 12","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1104","1104","0000","부영사랑으로2단지","59.9605","202208","5","19,000","10","2011"," 277","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1104","1104","0000","부영사랑으로2단지","59.9605","202208","13","18,850","10","2011"," 277","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1104","1104","0000","부영사랑으로2단지","59.9605","202208","18","18,900","16","2011"," 277","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1104","1104","0000","부영사랑으로2단지","59.9605","202208","20","17,100","1","2011"," 277","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1071","1071","0000","브라운스톤청북","84.9842","202208","15","33,000","17","2017","청북남로 365","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1153","1153","0000","유승한내들퍼스트뷰","84.9827","202208","12","36,000","8","2015"," 53","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1091","1091","0000","평택청북이안아파트","84.9826","202208","11","25,700","12","2011"," 91","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1137","1137","0000","평택청북이지더원","75.8279","202208","10","26,700","3","2016","안청로4길 42","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1137","1137","0000","평택청북이지더원","76.8266","202208","21","29,000","10","2016","안청로4길 42","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1150","1150","0000","평택청북한양수자인","84.9898","202208","13","34,000","8","2016"," 51","","중개거래","경기 평택시"
"경기도 평택시 청북읍 옥길리","1150","1150","0000","평택청북한양수자인","84.9653","202208","20","35,000","14","2016"," 51","","중개거래","경기 평택시"
"경기도 평택시 칠원동","542","0542","0000","평택지제역동문굿모닝힐맘시티1단지","84.9718","202208","11","49,000","18","2019","신촌1로 9","","중개거래","경기 평택시"
"경기도 평택시 통복동","88-2","0088","0002","꿈의도시두드림","19.01","202208","3","8,300","10","2017","통복시장로6번길 37","","중개거래","경기 평택시"
"경기도 평택시 통복동","88-2","0088","0002","꿈의도시두드림","19.01","202208","4","8,300","4","2017","통복시장로6번길 37","","중개거래","경기 평택시"
"경기도 평택시 통복동","88-2","0088","0002","꿈의도시두드림","18.88","202208","19","8,300","7","2017","통복시장로6번길 37","","중개거래","경기 평택시"
"경기도 평택시 통복동","539-2","0539","0002","동아2","84.908","202208","7","27,000","5","1994","통복시장로48번길 43","","중개거래","-"
"경기도 평택시 통복동","477","0477","0000","삼성","84.87","202208","17","26,900","12","1993","평남로 281","","중개거래","경기 오산시"
"경기도 평택시 팽성읍 송화리","788-1","0788","0001","송화지구우미이노스빌","84.5344","202208","1","23,500","5","2005","팽성송화로 154","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 송화리","788-1","0788","0001","송화지구우미이노스빌","80.9879","202208","1","23,200","11","2005","팽성송화로 154","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 송화리","788-1","0788","0001","송화지구우미이노스빌","84.5344","202208","12","22,500","2","2005","팽성송화로 154","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 송화리","788-1","0788","0001","송화지구우미이노스빌","84.5344","202208","20","23,500","12","2005","팽성송화로 154","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 송화리","785-1","0785","0001","현대홈타운","84.996","202208","6","20,500","7","2005","송화택지로 38","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 송화리","785-1","0785","0001","현대홈타운","84.996","202208","16","23,000","6","2005","송화택지로 38","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 안정리","100-98","0100","0098","진광무지개","59.97","202208","25","9,200","4","1997","팽성대교길 17-8","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 안정리","360","0360","0000","평택브라운스톤험프리스","127.5684","202208","6","44,000","13","2016","신흥북로49번길 27","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 안정리","360","0360","0000","평택브라운스톤험프리스","84.961","202208","18","27,900","14","2016","신흥북로49번길 27","","중개거래","경기 평택시"
"경기도 평택시 팽성읍 안정리","360","0360","0000","평택브라운스톤험프리스","113.3007","202208","30","37,500","12","2016","신흥북로49번길 27","","중개거래","경기 평택시"
"경기도 평택시 평택동","35-28","0035","0028","동우자인채센트럴","17.18","202208","30","7,500","16","2018","평택1로20번길 11","","직거래","-"
"경기도 평택시 평택동","35-28","0035","0028","동우자인채센트럴","17.18","202208","30","7,500","12","2018","평택1로20번길 11","","직거래","-"
"경기도 평택시 평택동","64-5","0064","0005","라페온빌II","18.27","202208","19","10,700","8","2017","평택로64번길 21-6","","직거래","-"
"경기도 평택시 평택동","64-5","0064","0005","라페온빌II","18.27","202208","29","12,000","5","2017","평택로64번길 21-6","","직거래","-"
"경기도 평택시 평택동","316","0316","0000","롯데인벤스스카이","84.934","202208","26","43,000","22","2008","평택로 17","","중개거래","경기 평택시"
"경기도 평택시 포승읍 내기리","698","0698","0000","명지미래힐2단지","84.65","202208","1","21,000","5","2004","승학동길 25","","중개거래","경기 평택시"
"경기도 평택시 포승읍 도곡리","1117-10","1117","0010","서평택삼익마에스트로","23.31","202208","29","5,000","4","2015","여술1길 96","","중개거래","경기 평택시"
"경기도 평택시 포승읍 도곡리","1120-5","1120","0005","스마트빌듀오2차","23.63","202208","12","4,700","6","2014","여술로 7","","중개거래","경기 평택시"
"경기도 평택시 포승읍 도곡리","1120-5","1120","0005","스마트빌듀오2차","23.63","202208","19","4,800","11","2014","여술로 7","","중개거래","경기 평택시"
"경기도 평택시 포승읍 도곡리","1120-5","1120","0005","스마트빌듀오2차","23.63","202208","23","5,000","13","2014","여술로 7","","중개거래","경기 평택시"
"경기도 평택시 포승읍 도곡리","1117-11","1117","0011","평택스마트빌포레","36.26","202208","8","10,500","12","2017","여술1길 100","","중개거래","경기 평택시"
"경기도 평택시 포승읍 도곡리","1117-11","1117","0011","평택스마트빌포레","30.41","202208","26","8,500","10","2017","여술1길 100","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","646-1","0646","0001","SR친오애","55.2406","202208","7","12,000","2","2004","서동대로 784","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","646-1","0646","0001","SR친오애","55.2406","202208","22","13,300","14","2004","서동대로 784","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","574-7","0574","0007","더스위트하버","49.84","202208","1","10,400","7","2017","평택항로184번길 3-40","","직거래","-"
"경기도 평택시 포승읍 만호리","574-7","0574","0007","더스위트하버","49.84","202208","1","10,400","5","2017","평택항로184번길 3-40","","직거래","-"
"경기도 평택시 포승읍 만호리","574-7","0574","0007","더스위트하버","49.84","202208","1","10,400","6","2017","평택항로184번길 3-40","","직거래","-"
"경기도 평택시 포승읍 만호리","574-7","0574","0007","더스위트하버","49.84","202208","23","10,400","12","2017","평택항로184번길 3-40","","직거래","-"
"경기도 평택시 포승읍 만호리","574-7","0574","0007","더스위트하버","49.84","202208","23","10,400","10","2017","평택항로184번길 3-40","","직거래","-"
"경기도 평택시 포승읍 만호리","574-5","0574","0005","스마트빌듀오1차","23.63","202208","3","4,500","11","2014","평택항로184번길 7","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","574-5","0574","0005","스마트빌듀오1차","23.63","202208","4","4,300","6","2014","평택항로184번길 7","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","574-5","0574","0005","스마트빌듀오1차","23.63","202208","4","4,300","6","2014","평택항로184번길 7","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","574-5","0574","0005","스마트빌듀오1차","22.96","202208","19","4,400","8","2014","평택항로184번길 7","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","574-5","0574","0005","스마트빌듀오1차","23.63","202208","30","4,300","11","2014","평택항로184번길 7","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","575-1","0575","0001","스마트빌듀오3차","30.59","202208","5","5,500","7","2014","평택항로184번길 3-33","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","575-10","0575","0010","평택메트로하임","24.31","202208","23","4,500","12","2015","평택항로184번길 21-11","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","575-10","0575","0010","평택메트로하임","24.31","202208","29","4,800","4","2015","평택항로184번길 21-11","","중개거래","경기 평택시"
"경기도 평택시 포승읍 만호리","575-10","0575","0010","평택메트로하임","30.59","202208","31","6,000","7","2015","평택항로184번길 21-11","","중개거래","경기 평택시"
"경기도 평택시 합정동","880","0880","0000","SK합정","59.965","202208","11","24,500","10","2003","참이슬길 5","","직거래","-"
"경기도 평택시 합정동","428-1","0428","0001","대옥한미9","59.43","202208","7","12,800","13","1993","조개터로25번길 16-8","","중개거래","경기 평택시"
"경기도 평택시 합정동","835","0835","0000","주공","39.3","202208","16","19,500","1","1989","중앙2로 94","","중개거래","경기 평택시"
"경기도 평택시 합정동","829","0829","0000","주공4","40","202208","2","26,000","2","1992","평택3로 11","","중개거래","경기 평택시"
"경기도 평택시 합정동","829","0829","0000","주공4","39.61","202208","9","26,000","2","1992","평택3로 11","","중개거래","경기 평택시"
"경기도 평택시 합정동","870","0870","0000","참이슬","59.9838","202208","12","23,500","14","1999","참이슬길 13","","중개거래","경기 평택시"
"경기도 평택시 합정동","870","0870","0000","참이슬","59.9838","202208","12","23,500","14","1999","참이슬길 13","20220824","중개거래","경기 평택시"
"경기도 평택시 합정동","870","0870","0000","참이슬","84.9249","202208","29","30,500","8","1999","참이슬길 13","","중개거래","경기 평택시"
"경기도 평택시 합정동","870","0870","0000","참이슬","84.9249","202208","29","30,200","4","1999","참이슬길 13","","중개거래","경기 평택시"
"경기도 평택시 현덕면 인광리","413-2","0413","0002","한일(A,B)","59.61","202208","20","8,350","1","1992","인광1길 106","","중개거래","경기 평택시"
"경기도 포천시 군내면 구읍리","740","0740","0000","포천아이파크","59.9794","202208","2","26,000","3","2017","호국로 1536-10","","중개거래","경기 포천시"
"경기도 포천시 선단동","28","0028","0000","세창선단마을","81.43","202208","22","24,000","6","2001","선마로 22","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","725-7","0725","0007","석향마을대방노블랜드","84.96","202208","8","30,300","1","2005","태봉로 239","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","725-6","0725","0006","송천마을","75.99","202208","2","25,000","5","2005","태봉로 227","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","725-6","0725","0006","송천마을","75.99","202208","24","25,800","8","2005","태봉로 227","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","725-6","0725","0006","송천마을","84.86","202208","25","25,000","12","2005","태봉로 227","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","430-10","0430","0010","원일5차","44.64","202208","3","13,000","4","1996","봉솔로2길 14","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","430-8","0430","0008","원일산호2","59.95","202208","15","17,500","13","1995","봉솔로2길 5-9","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","430-8","0430","0008","원일산호2","59.95","202208","15","17,000","12","1995","봉솔로2길 5-9","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","727-2","0727","0002","태봉마을","59.95","202208","2","23,700","10","2005","태봉로 153","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","727-2","0727","0002","태봉마을","59.06","202208","5","21,000","9","2005","태봉로 153","","직거래","-"
"경기도 포천시 소흘읍 송우리","727-2","0727","0002","태봉마을","59.92","202208","19","22,000","1","2005","태봉로 153","","직거래","-"
"경기도 포천시 소흘읍 송우리","727-2","0727","0002","태봉마을","59.36","202208","31","22,000","4","2005","태봉로 153","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 송우리","257-5","0257","0005","포천송우서희스타힐스","84.638","202208","17","38,000","5","2021","송선로 60","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 초가팔리","336","0336","0000","상운","59.37","202208","2","15,400","14","1997","검바위길 84","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 초가팔리","336","0336","0000","상운","50.16","202208","5","12,500","12","1997","검바위길 84","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 초가팔리","336","0336","0000","상운","59.37","202208","6","15,900","10","1997","검바위길 84","","중개거래","경기 포천시"
"경기도 포천시 소흘읍 초가팔리","336","0336","0000","상운","50.16","202208","29","13,000","12","1997","검바위길 84","","중개거래","경기 포천시"
"경기도 포천시 신북면 가채리","30-2","0030","0002","거산","43.03","202208","4","4,500","4","2003","호국로 1886-76","","중개거래","경기 포천시"
"경기도 포천시 신북면 기지리","740","0740","0000","산호","39.144","202208","24","5,950","4","2002","호국로 1886-27","","중개거래","경기 포천시"
"경기도 포천시 신북면 기지리","101-6","0101","0006","신포천","44.22","202208","12","5,400","13","1995","호국로 2135-11","","중개거래","경기 포천시"
"경기도 포천시 신북면 기지리","101-3","0101","0003","후레쉬빌","49.968","202208","1","8,450","8","2003","호국로 2135-14","","중개거래","경기 포천시"
"경기도 포천시 신북면 기지리","101-3","0101","0003","후레쉬빌","53.008","202208","3","8,400","9","2003","호국로 2135-14","","중개거래","경기 포천시"
"경기도 포천시 신북면 기지리","101-3","0101","0003","후레쉬빌","49.968","202208","19","8,000","14","2003","호국로 2135-14","","중개거래","경기 포천시"
"경기도 포천시 신북면 기지리","101-3","0101","0003","후레쉬빌","49.968","202208","24","8,300","6","2003","호국로 2135-14","","중개거래","경기 포천시"
"경기도 포천시 신북면 기지리","101-3","0101","0003","후레쉬빌","49.968","202208","26","8,000","7","2003","호국로 2135-14","","직거래","-"
"경기도 포천시 신읍동","9-4","0009","0004","골든","59.34","202208","10","7,000","10","1993","중앙로197번길 7","","직거래","-"
"경기도 포천시 신읍동","9-4","0009","0004","골든","75.51","202208","10","12,220","11","1993","중앙로197번길 7","","직거래","-"
"경기도 포천시 신읍동","9-4","0009","0004","골든","66.06","202208","26","8,500","5","1993","중앙로197번길 7","","직거래","-"
"경기도 포천시 신읍동","315-4","0315","0004","백자타운빌","117.31","202208","20","29,700","8","2004","왕방로130번길 5","","중개거래","경기 포천시"
"경기도 포천시 신읍동","315-4","0315","0004","백자타운빌","84.75","202208","23","19,400","8","2004","왕방로130번길 5","","중개거래","경기 포천시"
"경기도 포천시 신읍동","143-4","0143","0004","유한","59.875","202208","2","12,400","19","1999","왕방로 159","","중개거래","경기 포천시"
"경기도 포천시 신읍동","307","0307","0000","일신","39.95","202208","10","7,150","22","1999","호병골길 41-5","","중개거래","경기 포천시"
"경기도 포천시 신읍동","307","0307","0000","일신","39.95","202208","14","7,450","5","1999","호병골길 41-5","","중개거래","경기 포천시"
"경기도 포천시 신읍동","698","0698","0000","포천극동2차스타클래스","84.9645","202208","20","25,000","7","2008","왕방로118번길 10","","중개거래","경기 포천시"
"경기도 포천시 신읍동","295-23","0295","0023","한국","69.84","202208","6","10,500","8","1993","호병골길 16","","중개거래","경기 포천시"
"경기도 포천시 신읍동","227-8","0227","0008","한신","59.96","202208","23","12,800","6","1997","학동로 47","","중개거래","경기 포천시"
"경기도 포천시 신읍동","227-8","0227","0008","한신","59.96","202208","29","12,200","2","1997","학동로 47","","중개거래","경기 포천시"
"경기도 포천시 신읍동","227-8","0227","0008","한신","78.02","202208","31","15,500","15","1997","학동로 47","","중개거래","경기 포천시"
"경기도 포천시 일동면 기산리","797","0797","0000","일동기산베스트빌","74.954","202208","17","19,000","14","2006","운악청계로 1772","","중개거래","경기 포천시"
"경기도 하남시 덕풍동","946","0946","0000","하남더샵센트럴뷰","84.941","202208","17","90,000","2","2016","하남대로 856","","중개거래","경기 하남시, 서울 송파구"
"경기도 하남시 덕풍동","691","0691","0000","하남자이","125.07","202208","12","68,800","22","2006","덕풍공원로 38","","중개거래","경기 하남시"
"경기도 하남시 덕풍동","691","0691","0000","하남자이","84.99","202208","14","68,000","15","2006","덕풍공원로 38","","중개거래","경기 하남시"
"경기도 하남시 덕풍동","692","0692","0000","하남한솔솔파크","84.99","202208","13","73,500","20","2006","하남대로887번길 25","","중개거래","경기 하남시"
"경기도 하남시 망월동","1034","1034","0000","미사강변루나리움","59.88","202208","2","80,000","14","2015","아리수로 499","","중개거래","경기 하남시"
"경기도 하남시 망월동","1177","1177","0000","미사강변사랑으로부영아파트","84.9917","202208","16","95,000","22","2017","미사강변동로 20","","중개거래","경기 하남시"
"경기도 하남시 망월동","1177","1177","0000","미사강변사랑으로부영아파트","84.9786","202208","17","90,000","27","2017","미사강변동로 20","","중개거래","경기 하남시, 서울 강동구"
"경기도 하남시 망월동","1060","1060","0000","미사강변푸르지오","74.9505","202208","3","100,500","17","2016","미사강변대로 165","","중개거래","경기 하남시"
"경기도 하남시 신장동","569","0569","0000","대명강변타운","84.83","202208","13","76,000","22","2007","대청로 79","","중개거래","경기 하남시"
"경기도 하남시 신장동","415-10","0415","0010","명지캐럿(108동)","72.774","202208","11","60,000","5","2006","하남대로 815","","중개거래","경기 하남시"
"경기도 하남시 신장동","528","0528","0000","백조현대","49.98","202208","8","50,000","17","1994","대청로 62","","중개거래","경기 하남시"
"경기도 하남시 신장동","528","0528","0000","백조현대","49.98","202208","20","50,000","19","1994","대청로 62","","중개거래","경기 하남시"
"경기도 하남시 신장동","560","0560","0000","에코타운(C블럭)","124.19","202208","11","89,000","21","2004","하남대로802번길 111","","중개거래","경기 하남시"
"경기도 하남시 신장동","452-1","0452","0001","하남석바대마을동신","84.97","202208","9","55,000","7","2001","하남대로739번길 54","","중개거래","경기 하남시"
"경기도 하남시 신장동","593","0593","0000","하남유시티대명루첸리버파크","74.34","202208","17","90,000","3","2018","하남유니온로 30","","직거래","-"
"경기도 하남시 신장동","527","0527","0000","해오름한국","59.91","202208","5","58,000","2","1996","대청로59번길 15","","중개거래","경기 하남시"
"경기도 하남시 창우동","521","0521","0000","꿈동산신안","84.965","202208","6","75,000","8","1994","대청로116번길 59","","중개거래","경기 하남시"
"경기도 하남시 창우동","521","0521","0000","꿈동산신안","84.965","202208","9","73,400","13","1994","대청로116번길 59","","중개거래","경기 하남시"
"경기도 하남시 창우동","518","0518","0000","부영","49.58","202208","5","55,000","14","1994","대청로 119","","중개거래","경기 하남시"
"경기도 하남시 창우동","520","0520","0000","은행","134.98","202208","6","104,300","10","1994","대청로116번길 30","","중개거래","경기 하남시, 서울 강동구"
"경기도 하남시 풍산동","480","0480","0000","미사강변센트럴자이","96.9876","202208","8","120,000","13","2017","미사강변대로 95","","중개거래","경기 하남시"
"경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","84.9468","202208","10","107,000","13","2019","미사강변서로 65","","중개거래","경기 하남시"
"경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","84.9468","202208","20","100,000","6","2019","미사강변서로 65","","중개거래","경기 하남시"
"경기도 하남시 학암동","672","0672","0000","위례롯데캐슬 ","84.98","202208","9","118,000","7","2016","위례중앙로 215","","중개거래","경기 하남시"
"경기도 하남시 학암동","672","0672","0000","위례롯데캐슬 ","75.48","202208","20","115,000","6","2016","위례중앙로 215","","중개거래","경기 하남시"
"경기도 화성시 기안동","895","0895","0000","기안마을풍성신미주","84.8008","202208","8","27,300","1","2004","융건로 99","","중개거래","경기 화성시"
"경기도 화성시 기안동","895","0895","0000","기안마을풍성신미주","80.531","202208","26","27,800","3","2004","융건로 99","","중개거래","경기 화성시"
"경기도 화성시 기안동","910","0910","0000","신일해피트리","84.9745","202208","18","31,000","5","2004","효행로291번길 26","","중개거래","경기 화성시"
"경기도 화성시 기안동","910","0910","0000","신일해피트리","84.9745","202208","18","31,000","7","2004","효행로291번길 26","","중개거래","경기 화성시"
"경기도 화성시 기안동","910","0910","0000","신일해피트리","84.9745","202208","21","31,000","6","2004","효행로291번길 26","","중개거래","경기 화성시"
"경기도 화성시 기안동","910","0910","0000","신일해피트리","84.9745","202208","22","29,000","1","2004","효행로291번길 26","","중개거래","경기 화성시"
"경기도 화성시 기안동","910","0910","0000","신일해피트리","84.9745","202208","23","30,000","3","2004","효행로291번길 26","","중개거래","경기 화성시"
"경기도 화성시 기안동","349","0349","0000","우림그린빌리지","83.39","202208","13","29,300","4","2001","효행로265번길 17","","중개거래","경기 화성시"
"경기도 화성시 기안동","349","0349","0000","우림그린빌리지","83.39","202208","25","28,000","11","2001","효행로265번길 17","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2048","2048","0000","남양아이파크","132.3357","202208","11","51,500","1","2009","역골동로 70","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2048","2048","0000","남양아이파크","132.3357","202208","12","53,500","3","2009","역골동로 70","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","415","0415","0000","남양우림","59.301","202208","12","22,000","14","2001","남양성지로 8-5","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2001","2001","0000","대광파인밸리","59.65","202208","11","21,000","1","2003","시청로 221","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2001","2001","0000","대광파인밸리","59.65","202208","15","27,000","12","2003","시청로 221","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2235","2235","0000","동광뷰엘","80.0082","202208","10","49,500","23","2018","역골중앙로 118","","중개거래","경기 화성시"
"경기도 화성시 남양읍 남양리","2235","2235","0000","동광뷰엘","80.0082","202208","29","56,000","36","2018","역골중앙로 118","","중개거래","경기 화성시"
"경기도 화성시 남양읍 무송리","642","0642","0000","금광포란재","81.1484","202208","13","20,500","8","2005","무하로111번길 50","","중개거래","경기 화성시"
"경기도 화성시 남양읍 신남리","25-9","0025","0009","기산베스트빌","84.9856","202208","17","31,800","11","2001","남양로 624-8","","중개거래","경기 화성시"
"경기도 화성시 능동","1109","1109","0000","능동마을이지더원","83.5573","202208","16","52,000","9","2008","동탄원천로 315-34","","중개거래","경기 화성시"
